nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
ROG STRIX LC 120,ASUS,enfriamiento,,,,0.0,0,Enfriador de CPU líquido todo en uno ROG Strix LC 120 con Aura Sync RGB y ventilador de radiador ROG de 120 mm,{},ROG STRIX LC 120,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-120-model/,https://dlcdnwebimgs.asus.com/gain/7E75B153-6F2B-40B5-AB3D-565528657C9C/w185,90RC0050-M0AAY0,R_90RC0050-M0AAY0
ROG RYUJIN III 240,ASUS,enfriamiento,,,,0.0,0,"Refrigerador líquido para CPU todo-en-uno ROG Ryujin III 240 con pantalla LCD de 3,5"", bomba Asetek de 8º generación, ventilador integrado en la bomba y 2 ventiladores de radiador Noctua 2000 PWM de 120 mm.",{},ROG RYUJIN III 240,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-240/,https://dlcdnwebimgs.asus.com/gain/7872229C-3F61-465A-9E68-BBA24DC4795A/w185,90RC00K0-M0AAY0,R_90RC00K0-M0AAY0
ROG RYUJIN III 240 ARGB,ASUS,enfriamiento,,,,0.0,0,"Refrigerador líquido para CPU todo-en-uno ROG Ryujin III 240 ARGB con pantalla LCD de 3,5"", bomba Asetek de 8º generación, ventilador integrado en la bomba y 2 ventiladores ARGB magnéticos con radiador ROG de 120 mm conectables en cadena.",{},ROG RYUJIN III 240 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-240-argb/,https://dlcdnwebimgs.asus.com/gain/DEFF549F-AE6C-429F-B28E-DFAC6FA55B2F/w185,90RC00K1-M0AAY0,R_90RC00K1-M0AAY0
ROG RYUJIN III 240 ARGB White Edition,ASUS,enfriamiento,,,,0.0,0,"Refrigerador líquido para CPU todo-en-uno ROG Ryujin III 240 ARGB White Edition con pantalla LCD de 3,5"", bomba Asetek de 8º generación, ventilador integrado en la bomba y 2 ventiladores ARGB magnéticos conectados en cadena.",{},ROG RYUJIN III 240 ARGB White Edition,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-240-argb-white-edition/,https://dlcdnwebimgs.asus.com/gain/548C0491-3425-4C82-912D-7C409DFA5CC4/w185,90RC00K2-M0AAY0,R_90RC00K2-M0AAY0
ROG STRIX LC 240,ASUS,enfriamiento,,,,0.0,0,Water cooling de CPU todo en uno ROG Strix LC 240 con Aura Sync RGB y dos ventiladores de radiador ROG de 120 mm,{},ROG STRIX LC 240,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-240-model/,https://dlcdnwebimgs.asus.com/gain/16B82F1B-E786-40EE-97B2-15D9DE481082/w185,90RC0060-M0AAY0,R_90RC0060-M0AAY0
ROG STRIX LC II 240 ARGB,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Strix LC II 240 ARGB con Aura Sync, compatible con Intel® LGA1700 / 1200 / 1150 / 1151 / 1152 / 1155 / 1156 / 2011 / 2011-3 / 2066 y AMD AM4 / TR4 y con dos ventiladores de radiador RGB direccionables de 120mm",{},ROG STRIX LC II 240 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-ii-240-argb-model/,https://dlcdnwebimgs.asus.com/gain/6B13E855-D790-4648-9545-8C62777023E7/w185,90RC00E1-M0AAY0,R_90RC00E1-M0AAY0
ROG RYUJIN III 360,ASUS,enfriamiento,,,,0.0,0,"Refrigerador líquido de CPU todo-en-uno ROG Ryujin III 360 con pantalla LCD de 3,5"" bomba Asetek de 8º generación, ventilador integrado en la bomba y 3 ventiladores de radiador Noctua 2000 PWM de 120 mm.",{},ROG RYUJIN III 360,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360/,https://dlcdnwebimgs.asus.com/gain/1DBF119B-0A69-4AB1-B1C3-3B80EE800200/w185,90RC00L0-M0AAY0,R_90RC00L0-M0AAY0
ROG RYUJIN III 360 ARGB White Edition,ASUS,enfriamiento,,,,0.0,0,"Refrigerador de CPU líquido todo-en-uno ROG Ryujin III 360 ARGB White Edition con pantalla LCD de 3,5"", bomba Asetek de 8º generación, ventilador integrado en la bomba y 3 ventiladores ARGB magnéticos ROG de 120 mm conectados en cadena.",{},ROG RYUJIN III 360 ARGB White Edition,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360-argb-white-edition/,https://dlcdnwebimgs.asus.com/gain/E1784088-9171-46A6-BD0E-BCDF0C8CCC87/w185,90RC00L2-M0AAY0,R_90RC00L2-M0AAY0
ROG RYUJIN III 360 ARGB Extreme,ASUS,enfriamiento,,,,0.0,0,"Refrigerador de CPU líquido todo-en-uno ROG Ryujin III 360 ARGB Extreme con bomba Asetek&rsquo;s Emma Gen8 V2; ventiladores magnéticos ROG ARGB reforzados para un alto flujo de aire y presión estática con optimización de ruido; LCD de 3,5"" para monitorización de hardware &amp; GIFs personalizados",{},ROG Ryujin III 360 ARGB Extreme,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360-argb-extreme/,https://dlcdnwebimgs.asus.com/gain/A1D6D78A-00BE-4F89-A360-2790312CDDAD/w185,90RC0131-M0AAY0,R_90RC0131-M0AAY0
ROG RYUJIN III 360 ARGB Extreme White Edition,ASUS,enfriamiento,,,,0.0,0,"Refrigerador líquido de CPU todo en uno ROG Ryujin III 360 ARGB Extreme con bomba Emma Gen8 V2 de Asetek; ventiladores magnéticos ROG ARGB reforzados para un alto flujo de aire y presión estática con optimización de ruido; LCD de 3,5"" para monitorización de hardware y GIFs personalizados",{},ROG Ryujin III 360 ARGB Extreme White Edition,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360-argb-extreme-white-edition/,https://dlcdnwebimgs.asus.com/gain/9AAEAA39-06C1-4F2D-89D5-8F5D3231C13D/w185,90RC0132-M0AAY0,R_90RC0132-M0AAY0
ROG STRIX LC 360 RGB,ASUS,enfriamiento,,,,0.0,0,Sistema de water cooling AiO CPU ROG Strix LC 360 RGB con Aura Sync y tres ventiladores de radiador RGB de 120 mm,{},ROG STRIX LC 360 RGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-360-rgb-model/,https://dlcdnwebimgs.asus.com/gain/0F5A6D15-E030-4EB0-84BD-3B86409C9D28/w185,90RC0071-M0AAY0,R_90RC0071-M0AAY0
ROG Strix LC 360 RGB White Edition,ASUS,enfriamiento,,,,0.0,0,Water Cooling de CPU todo en uno ROG Strix LC 360 RGB con Aura Sync y ventiladores de radiador ROG RGB direccionables triples de 120 mm,{},ROG Strix LC 360 RGB White Edition,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-360-rgb-white-edition-model/,https://dlcdnwebimgs.asus.com/gain/19356A55-3B06-417F-8D99-3C7657703C59/w185,90RC0072-M0AAY0,R_90RC0072-M0AAY0
ROG STRIX LC II 360,ASUS,enfriamiento,,,,0.0,0,"Water cooling para CPU AiO ROG Strix LC II 360 con Aura Sync, compatible con Intel® LGA LGA 1700 / 1200 / 1150 / 1151 / 1152 / 1155 / 1156 / 2011 / 2011-3 / 2066 y con AMD AM4 / TR4 y tres ventiladores para radiador ROG de 120mm",{},ROG STRIX LC II 360,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-ii-360-model/,https://dlcdnwebimgs.asus.com/gain/531560CA-526B-44CD-8173-4BC59427568D/w185,90RC00F0-M0AAY0,R_90RC00F0-M0AAY0
ROG STRIX LC II 360 ARGB,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Strix LC II 360 ARGB con Aura Sync, compatible con Intel® LGA1700 / 1200 / 1150 / 1151 / 1152 / 1155 / 1156 / 2011 / 2011-3 / 2066 y AMD AM4 / TR4 y con tres ventiladores de radiador RGB direccionables ROG de 120 mm",{},ROG STRIX LC II 360 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-ii-360-argb-model/,https://dlcdnwebimgs.asus.com/gain/1AD99AC9-8AF9-4D3F-939A-5A2A96AFD38F/w185,90RC00F1-M0AAY0,R_90RC00F1-M0AAY0
ROG RYUJIN 240,ASUS,enfriamiento,,,,0.0,0,"ROG Ryujin water cooling para CPU todo en uno con pantalla OLED, Aura Sync RGB y ventiladores para el radiador Noctua iPPCC 2000 PWM 120mm",{},ROG RYUJIN 240,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-240-model/,https://dlcdnwebimgs.asus.com/gain/D7E6BEDF-8291-4025-85CB-79C5E40E6DB6/w185,90RC0030-M0AAY0,R_90RC0030-M0AAY0
ROG RYUJIN 360,ASUS,enfriamiento,,,,0.0,0,"ROG Ryujin 360 water cooling todo en uno para CPU con LiveDash OLED a color, Aura Sync RGB y 3 ventiladores Noctua iPPC 2000 PWM de 120mm para radiador",{},ROG RYUJIN 360,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-360-model/,https://dlcdnwebimgs.asus.com/gain/368D9A0C-8F0A-4795-964B-7C37DBA49ADE/w185,90RC0020-M0AAY0,R_90RC0020-M0AAY0
ROG STRIX LC 240 RGB,ASUS,enfriamiento,,,,0.0,0,ROG Strix LC 240: Sistema de water cooling AiO con Aura Sync y dos ventiladores RGB direccionables ROG de 120mm,{},ROG STRIX LC 240 RGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Strix LC']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-strix-lc/rog-strix-lc-240-rgb-model/,https://dlcdnwebimgs.asus.com/gain/0E4EE232-39CC-4CBF-B304-C48104324F47/w185,90RC0061-M0AAY0,R_90RC0061-M0AAY0
ROG RYUJIN II 240,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Ryujin II 240 con pantalla LCD de 3.5"", ventilador de bomba integrado, compatibilidad con Intel® LGA1700 / 1200 / 115x / 2011 / 2011-3 / 2066 y AMD AM4 / TR4 y 2 ventiladores de radiador Noctua iPPC 2000 PWM de 120mm",{},ROG RYUJIN II 240,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-ii-240-model/,https://dlcdnwebimgs.asus.com/gain/BA550C8D-83E5-4796-9430-EFA04AB2AF17/w185,90RC00A0-M0AAY0,R_90RC00A0-M0AAY0
ROG RYUJIN II 240 ARGB,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Ryujin II 240 ARGB con LCD de 3.5"", ventilador de bomba integrado y 2 ventiladores de radiador ARGB ROG de 120 mm",{},ROG RYUJIN II 240 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-ii-240-argb-model/,https://dlcdnwebimgs.asus.com/gain/2143B2CD-8814-4641-A5D4-334D4555AB52/w185,90RC00A1-M0AAY0,R_90RC00A1-M0AAY0
ROG RYUJIN II 360 ARGB,ASUS,enfriamiento,,,,0.0,0,"Cooling de CPU todo en uno ROG Ryujin II 360 con LCD de 3.5"", ventilador de bomba integrado y 3 ventiladores de radiador ARGB ROG de 120mm.",{},ROG RYUJIN II 360 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-ii-360-argb-model/,https://dlcdnwebimgs.asus.com/gain/E131F597-EEBB-4127-9420-B9C36B23304C/w185,90RC00B1-M0AAY0,R_90RC00B1-M0AAY0
ROG RYUJIN II 360,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Ryujin II 360 con LCD de 3.5 "", ventilador de bomba integrado, compatibilidad con Intel® LGA1700 / 1200 / 115x / 2011 / 2011-3 / 2066 y AMD AM4 / TR4 y 3 ventiladores de radiador Noctua iPPC 2000 PWM de 120 mm",{},ROG RYUJIN II 360,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-ii-360-model/,https://dlcdnwebimgs.asus.com/gain/E7C30188-42DB-4146-A34E-20D977DD41E1/w185,90RC00B0-M0AAY1,R_90RC00B0-M0AAY1
ROG RYUJIN III 360 ARGB,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ASUS ROG Ryujin III 360 ARGB; Ventiladores ARGB magnéticos conectables en cadena; LCD de 3.5"" para monitoreo de hardware y GIF personalizados",{},ROG RYUJIN III 360 ARGB,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360-argb/,https://dlcdnwebimgs.asus.com/gain/C0D81AF2-05F4-44F1-B62F-538EC0FEC7F8/w185,90RC00L1-M0AAY0,R_90RC00L1-M0AAY0
ROG RYUJIN III 360 ARGB EVA-02 EDITION,ASUS,enfriamiento,,,,0.0,0,"Water Cooling de CPU todo en uno ROG Ryujin III 360 ARGB EVA-02 Edition con pantalla LCD de 3.5"", bomba Asetek de 8.ª generación, ventilador integrado en la bomba y ventiladores de radiador ARGB magnéticos ROG de 120 mm conectables en cadena.",{},ROG RYUJIN III 360 ARGB EVA-02 EDITION,"['Cooling', 'CPU Liquid Coolers', 'ROG Ryujin']",https://rog.asus.com/ar/cooling/cpu-liquid-coolers/rog-ryujin/rog-ryujin-iii-360-argb-eva-02-edition/,https://dlcdnwebimgs.asus.com/gain/E4238BAD-A3B1-4439-8417-E246AFBDA524/w185,90RC00L3-M0AAY0,R_90RC00L3-M0AAY0
TUF Gaming ARGB PWM Fan Hub,ASUS,enfriamiento,,,,4.5,100,Controla hasta seis ventiladores de caja  Controlador de ventilador PWM y RGB  Indicadores visibles de alimentación y funcionamiento  Montaje magnético sencillo  Conector de alimentación SATA dual  Dos fusibles de seguridad,{},Fan,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-argb-pwm-fan-hub/,https://dlcdnwebimgs.asus.com/gain/7b2cbd63-faba-47d8-89f2-8b8dfcfacb4c/w185,26525,26525
Prime LC 240 ARGB,ASUS,enfriamiento,,,,4.5,100,"Refrigerador líquido para CPU todo-en-uno Prime LC ARGB con área de contacto con la CPU y canales con aletas especialmente diseñadas, bloque de agua con opciones de lentes de espejo infinito, ventiladores ARGB preinstalados e iluminación Aura.",{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'Prime']",https://www.asus.com/ar/motherboards-components/cooling/prime/prime-lc-240-argb/,https://dlcdnwebimgs.asus.com/gain/5ff74d4d-5fd4-4f45-a66c-6d70ebd0b2e7/w185,28630,28630
Prime LC 360 ARGB,ASUS,enfriamiento,,,,4.5,100,"Refrigerador líquido de CPU todo-en-uno Prime LC 360 ARGB con amplia superficie de contacto con la CPU y canales con aletas, bloque de agua con opciones de lentes de espejo infinito, ventiladores ARGB integrados e iluminación Aura.",{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'Prime']",https://www.asus.com/ar/motherboards-components/cooling/prime/prime-lc-360-argb/,https://dlcdnwebimgs.asus.com/gain/f730fe62-2680-4610-9af5-4818a5d7a025/w185,26509,26509
ProArt LC 360,ASUS,enfriamiento,,,,4.5,100,Refrigerador líquido para CPU todo-en-uno ProArt LC 360 con medidor de estado del sistema iluminado y tres ventiladores Alphacool Apex Stealth Metal Power en negro mate.,{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'ProArt']",https://www.asus.com/ar/motherboards-components/cooling/proart/proart-lc-360/,https://dlcdnwebimgs.asus.com/gain/e762e33c-2149-4f6e-8cad-de6dca2792e7/w185,26502,26502
TUF Gaming TR120 ARGB Reverse Fan - Triple Pack,ASUS,enfriamiento,,,,4.5,100,"Refrigeración extrema con un marco extra-grueso de 28 mm 
 Presión estática líder en su clase de 2,75 mm H2O 
 Patrones laterales duales en el marco 
 Disponible en blanco y negro y en orientación estándar e inversa 
 Compatible con Aura Sync",{},Fan,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-tr120-argb-reverse-fan-triple-pack/,https://dlcdnwebimgs.asus.com/gain/1a9ca620-1130-452e-b227-289b209c5336/w185,25375,25375
TUF Gaming TR120 ARGB Fan - Triple Pack,ASUS,enfriamiento,,,,4.5,100,"Refrigeración extrema con un marco extra-grueso de 28 mm 
 Presión estática líder en su clase de 3,3 mm H2O 
 Patrones laterales duales en el marco 
 Disponible en blanco y negro y en orientación estándar e inversa 
 Compatible con Aura Sync",{},Fan,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-tr120-argb-fan-triple-pack/,https://dlcdnwebimgs.asus.com/gain/f4bfc946-753c-4257-94c3-d612be08bcdf/w185,25374,25374
ProArt LC 420,ASUS,enfriamiento,,,,4.5,100,Refrigerador líquido de CPU todo-en-uno ProArt LC 420 con medidor de estado del sistema iluminado y tres ventiladores de radiador Noctua NF-A14 industrial PPC-2000 PWM de 140 mm,{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'ProArt']",https://www.asus.com/ar/motherboards-components/cooling/proart/proart-lc-420/,https://dlcdnwebimgs.asus.com/gain/adaae50a-d530-4b15-9226-3abb05913f19/w185,23966,23966
TUF Gaming LC II 240 ARGB,ASUS,enfriamiento,,,,4.5,100,"Refrigerador líquido todo-en-uno para CPU TUF GAMING LC II 240 ARGB con tubos de 400 mm, ventiladores de radiador con aletas ranuradas y efectos de iluminación ARGB más brillantes.",{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-lc-ii-240-argb/,https://dlcdnwebimgs.asus.com/gain/06391da4-7712-45d5-9c6d-e4e2fb194567/w185,23856,23856
TUF Gaming LC II 360 ARGB,ASUS,enfriamiento,,,,4.5,100,Refrigeradores líquidos para CPU todo-en-uno TUF Gaming LC II 360 ARGB con Aura Sync y tres ventiladores para radiador TUF Gaming ARGB de 120mm,{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-lc-ii-360-argb/,https://dlcdnwebimgs.asus.com/gain/979d3739-1da6-4cf9-9317-63e0170d3b3f/w185,22439,22439
TUF Gaming TF120 ARGB Fan - Triple Fan Kit with ARGB Controller,ASUS,enfriamiento,,,,4.5,100,"Rodamiento FDB avanzado con alto flujo de aire de 76 CFM 
   Matriz LED de doble capa 
   El concentrador ARGB incluido permite modos de iluminación exclusivos 
   Ediciones en blanco y negro 
   Aura Sync",{},Fan,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-tf120-argb-fan-triple-fan-kit-with-argb-controller/,https://dlcdnwebimgs.asus.com/gain/e1ffea15-1cc7-469c-915b-293acf686cb2/w185,20652,20652
TUF Gaming TF120 ARGB Fan - Single Pack,ASUS,enfriamiento,,,,4.5,100,"Rodamiento FDB avanzado con un alto flujo de aire de 76 CFM 
     Matriz LED de doble capa 
     Ediciones en blanco y negro 
     Almohadillas antivibración de 2 mm 
     Aura Sync",{},Fan,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-tf120-argb-fan-single-pack/,https://dlcdnwebimgs.asus.com/gain/d79d87e2-4027-492f-951a-d8b63852d732/w185,20651,20651
TUF GAMING LC 240 ARGB,ASUS,enfriamiento,,,,4.5,100,"Water Cooling de CPU todo en uno TUF Gaming LC 240 ARGB con Aura Sync, compatible con Intel® LGA 1700 / 1200 / 1150 / 1151 / 1152 / 1155 / 1156 / 1366 y AMD AM4 y dos ventiladores de radiador TUF Gaming de 120mm ARGB",{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-lc-240-argb/,https://dlcdnwebimgs.asus.com/gain/dbd96d28-a64a-4f48-ab4e-12d2ee258b18/w185,16917,16917
TUF GAMING LC 120 ARGB,ASUS,enfriamiento,,,,4.5,100,"Water Cooling de CPU todo en uno TUF Gaming LC 120 ARGB con Aura Sync, compatible con Intel® LGA 1700 / 1200 / 1150 / 1151 / 1152 / 1155 / 1156 / 1366 y AMD AM4 y ventiladores de radiador doble TUF Gaming de 120mm ARGB",{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-lc-120-argb/,https://dlcdnwebimgs.asus.com/gain/ecddec1f-6622-4d25-8c2c-ec31a484dd6a/w185,16914,16914
TUF Gaming LC 240 RGB,ASUS,enfriamiento,,,,4.5,100,Water Cooling de CPU todo en uno TUF Gaming LC 240 RGB con Aura Sync y ventiladores de radiador TUF 120mm RGB,{},CPU Liquid cooler,"['Motherboards-Components', 'Cooling', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/cooling/tuf-gaming/tuf-gaming-lc-240-rgb/,https://dlcdnwebimgs.asus.com/gain/7b2fe881-e4c6-4e4d-85c3-c7b223ed84d1/w185,14795,14795
ROG STRIX 1000W Gold (16-pin cable),ASUS,fuentes poder,,,,0.0,0,La fuente de alimentación ROG Strix 1000W Gold lleva el rendimiento de la refrigeración premium a la corriente principal,{},ROG-STRIX-1000G,"['Power Supply Units', 'ROG Strix']",https://rog.asus.com/ar/power-supply-units/rog-strix/rog-strix-1000g/,https://dlcdnwebimgs.asus.com/gain/A3A03AFA-6A11-412D-9F99-D6F84176613D/w185,90YE00AA-BMAA00,R_90YE00AA-BMAA00
ROG STRIX 750W Gold Aura Edition,ASUS,fuentes poder,,,,0.0,0,"ROG Strix 750W Gold Aura Edition es una fuente de alimentación fría, silenciosa y potente, diseñada para la eficiencia con un estilo llamativo.",{},ROG-STRIX-750G-AURA-GAMING,"['Power Supply Units', 'ROG Strix']",https://rog.asus.com/ar/power-supply-units/rog-strix/rog-strix-750g-aura-gaming-model/,https://dlcdnwebimgs.asus.com/gain/26DBC9C6-3FB0-4200-A74C-76B34C95D2D1/w185,90YE00P3-B0AA00,R_90YE00P3-B0AA00
ROG STRIX 850W Gold Aura Edition,ASUS,fuentes poder,,,,0.0,0,"ROG Strix 850W Gold Aura Edition is a cool, quiet and powerful PSU, engineered for efficiency in striking style.",{},ROG-STRIX-850G-AURA-GAMING,"['Power Supply Units', 'ROG Strix']",https://rog.asus.com/ar/power-supply-units/rog-strix/rog-strix-850g-aura-gaming-model/,https://dlcdnwebimgs.asus.com/gain/AAE0A500-A40B-49F4-A615-348698A0F77E/w185,90YE00P2-B0AA00,R_90YE00P2-B0AA00
